"Name","Latitude","Longitude","Address"
"Stowe Township Municipal Building",40.4706257448112,-80.0714009923277,"Stowe Township Municipal Building, 555, Broadway Avenue, West Park, McKees Rocks, Allegheny County, Pennsylvania, 15136, United States"
"Leechburg Police Department",40.6261044932286,-79.6044208202851,"Leechburg Police Department, Hicks Avenue, Leechburg, Armstrong County, Pennsylvania, 15641, United States"
"State Police Headquarters",41.4358863995084,-75.6150801140666,"State Police Headquarters, Keystone Ind Park Road, Keystone Industrial Park, Dunmore, Lackawanna County, Pennsylvania, 18512, United States"
"Moosic Police Department",41.3546922512536,-75.7315083996386,"Moosic Police Department, 606, River Street, Lower Moosic, Starks, Moosic, Lackawanna County, Pennsylvania, 18507, United States"
"Police Station",39.8264192313717,-77.9034271365418,"Jail House Alley, Mercersburg, Franklin County, Pennsylvania, 17236, United States"
"Allentown Police Department",40.6041807632077,-75.4665659547918,"Allentown Police Department, 425, Hamilton Street, Center City, Allentown, Lehigh County, Pennsylvania, 18101, United States"
"Allentown Police Department",40.6008361005122,-75.478264452711,"North 10th Street, Center City, Allentown, Lehigh County, Pennsylvania, 18102, United States"
"Pennsylvania State Police",41.3536195080354,-79.7286931111752,"Pennsylvania State Police, US Highway 322, Egypt Corners, Cranberry, Cranberry Township, Venango County, Pennsylvania, 16346, United States"
"Graham Security Police Incorporated",40.5339737749193,-75.4960940209233,"Graham Security Police Incorporated, Green Street, Emmaus, Lehigh County, Pennsylvania, 18049, United States"
"Dunmore Police Department",41.4176740084509,-75.6353103023476,"Dunmore Police Department, South Blakely Street, Dunmore, Lackawanna County, Pennsylvania, 18510, United States"
"Lehigh University Police Department",40.6086638066004,-75.373640177187,"Lehigh University Police Department, 321, East Packer Avenue, Sayre Park, South Bethlehem, Bethlehem, Northampton County, Pennsylvania, 18015, United States"
"Police Station",40.2442090486977,-79.2381610878462,"Bank Alley, Ligonier, Westmoreland County, Pennsylvania, 15658, United States"
"Philadelphia Police 8th District",40.0798881639306,-74.9983150086176,"Philadelphia Police 8th District, Academy Road, Philadelphia, Philadelphia County, Pennsylvania, 19154, United States"
"Waynesboro Police",39.7551056081146,-77.575997140682,"Waynesboro Police, 57, East Main Street, Waynesboro, Franklin County, Pennsylvania, 17268, United States"
"Charleroi Police Department",40.137010866445,-79.8968216570525,"Tax Office, 338, Fallowfield Avenue, Charleroi, Washington County, Pennsylvania, 15022, United States"
"West Brandywine Township Police Station",40.0422204589468,-75.8240077752824,"West Brandywine Township Police Station, Lafayette Road, West Brandywine Township, Chester County, Pennsylvania, 19320, United States"
"Police Station",40.2336690751185,-76.8725468931666,"12th Street, New Cumberland, Cumberland County, Pennsylvania, 17070, United States"
"Lebanon Valley College Public Safety",40.3321585496682,-76.5132996001678,"Lebanon Valley College, Millard Drive, Annville, Lebanon County, Pennsylvania, 17003, United States"
"Blawnox Police Department",40.4941196624439,-79.85992300723,"Blawnox Police Department, Pine Street, Blawnox, Allegheny County, Pennsylvania, 15238, United States"
"Doylestown Township Police Department",40.2831242029812,-75.1357640640978,"Doylestown Township Police Department, 425, Wells Road, Bridge Point, Doylestown Township, Bucks County, Pennsylvania, 18901, United States"
"Scranton Police Department",41.4059214403047,-75.6667340879385,"Scranton Police Department, 100, South Washington Avenue, Downtown, Scranton, Lackawanna County, Pennsylvania, 18503, United States"
"Philadelphia Police Department District 5",40.0399267569107,-75.2246290167702,"Philadelphia Police Department District 5, 6666, Ridge Avenue, Germany Hill, Philadelphia, Philadelphia County, Pennsylvania, 19128, United States"
"Lower Saucon Police Station",40.5859918415572,-75.3894717418955,"Lower Saucon Police Station, Old Philadelphia Pike, Star Village, Lower Saucon Township, Northampton County, Pennsylvania, 18015, United States"
"Philadelphia Police Station 22ND-23D",39.9805540492024,-75.1620923506289,"Philadelphia Police Station 22ND-23D, West Montgomery Avenue, Sharswood, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States"
"Pennsylvania State Police: Troop L - Schuylkill Haven",40.5913531619198,-76.2147866189327,"Pennsylvania State Police: Troop L - Schuylkill Haven, Meadowbrook Drive, Wayne Township, Schuylkill County, Pennsylvania, 17933, United States"
"Coopersburg Police Department",40.5112783575619,-75.3902514594745,"Coopersburg Police Department, East State Street, Coopersburg, Lehigh County, Pennsylvania, 18036, United States"
"Elizabeth Police Department",40.2734183549124,-79.8864144159032,"Elizabeth Police Department, 121, North 2nd Avenue, Elizabeth, Allegheny County, Pennsylvania, 15088, United States"
"Fallowfield Township Police Department",40.1374019884011,-79.9504898854846,"Fallowfield Township Volunteer Fire Company, 1660, PA 481, North Charleroi, Washington County, Pennsylvania, 15022, United States"
"Philadelphia Police Internal Affairs Bureau",40.0659554992661,-75.07088870049,"Philadelphia Police Internal Affairs Bureau, 7790, Dungan Road, Philadelphia, Philadelphia County, Pennsylvania, 19111, United States"
"Whitehall Township Police Department",40.6550785652852,-75.4986029609307,"Whitehall Township Police Department, 3731, Lehigh Street, Arlington Knolls, Whitehall, Lehigh County, Pennsylvania, 18052, United States"
"Butler Township Municipal Building",41.0156874911477,-76.0017450070217,"Butler Township Municipal Building, 415, West Butler Drive, Drums, Butler Township, Luzerne County, Pennsylvania, 18222, United States"
"Crafton Borough Hall",40.4348492833579,-80.0665631361678,"Crafton Borough Hall, Crennell Street, Crafton, Allegheny County, Pennsylvania, 15205, United States"
"Northampton Township Police Department",40.2143139998243,-75.0093532497285,"Northampton Township Police Department, 50, Township Road, Richboro, Northampton Township, Bucks County, Pennsylvania, 18954, United States"
"Lower Southampton Township Police",40.1554749967891,-74.9923162654556,"Lower Southampton Township Police, 1500, Desire Avenue, Trevose Heights, Feasterville-Trevose, Lower Southampton Township, Bucks County, Pennsylvania, 19053, United States"
"Police Station",40.254250285204,-75.5884849802732,"Buchert Road, Ridge Estates, Lower Pottsgrove Township, Montgomery County, Pennsylvania, 19464, United States"
"Northumberland Police Department",40.8915424602952,-76.7945857789451,"Northumberland Police Department, 175, Orange Street, Northumberland, Northumberland County, Pennsylvania, 17857, United States"
"Pennwest Edinboro University Campus Police",41.8775733883113,-80.1187589914214,"Pennwest Edinboro University Campus Police, 911, Scotland Road, Edinboro, Erie County, Pennsylvania, 16444, United States"
"Easton Police Department",40.6922013608304,-75.2117295072128,"Easton Police Department, 48, 4th Street, North End, Easton, Warren County, New Jersey, 18042, United States"
"Pocono Mountain Regional Police",41.1137727194215,-75.4214037323517,"Pocono Mountain Regional Police, 2454, PA 940, Pocono Pines, Tobyhanna Township, Monroe County, Pennsylvania, 18346, United States"
"Shiremanstown Police Department",40.2248936006299,-76.9518437016591,"Shiremanstown Borough Office, 1, Park Lane, Shiremanstown, Cumberland County, Pennsylvania, 17011, United States"
"Oakdale Borough Police Department",40.3980549632069,-80.1875648854277,"Oakdale Borough Police Department, 6115, Noblestown Road, Oakdale, Allegheny County, Pennsylvania, 15071, United States"
"Johnsonburg Borough & Police",41.4984093007802,-78.6820829999182,"Johnsonburg Borough & Police, 100, Main Street, Rolfe, Johnsonburg, Elk County, Pennsylvania, 15845, United States"
"Uwchlan Township Police Station",40.0492690058467,-75.632782893491,"Uwchlan Township Police Station, North Ship Road, Exton, Uwchlan Township, Chester County, Pennsylvania, 19341, United States"
"Hampden Township Police Department",40.2321462720957,-76.9725574722531,"Hampden Township Police Department, Perimeter Road, Howell, Sporting Hill, Hampden Township, Cumberland County, Pennsylvania, 17050, United States"
"Grove City Police",41.1590083824222,-80.0785499988642,"Grove City Police, 337, East Pine Street, Grove City, Mercer County, Pennsylvania, 16127, United States"
"Police Station",40.9655476622166,-76.5791381168022,"Woodbine Lane, Mechanicsville, Mahoning Township, Montour County, Pennsylvania, 17821, United States"
"Fern Ridge",41.0807294601675,-75.5814020207126,"Fern Ridge, 127, Parkside Avenue, Tobyhanna Township, Monroe County, Pennsylvania, 18610, United States"
"Stroudsburg",40.9995927540896,-75.2781787001658,"Stroudsburg, 2730, Rimrock Drive, Stroudsburg, Monroe County, Pennsylvania, 18360, United States"
"Stroud Area Regional Police",40.9997524848538,-75.1861961589152,"Stroud Area Regional Police, 100, Day Street, East Stroudsburg, Monroe County, Pennsylvania, 18301, United States"
"Pocono Township Police Department",41.037030007851,-75.3054743317765,"Pocono Township Police Department, 110, Township Drive, Lower Tannersville, Tannersville, Pocono Township, Monroe County, Pennsylvania, 18372, United States"
"Tinicum Township Police Department",39.8633593265201,-75.2933394581493,"Tinicum Township Police Department, East 3rd Street, Essington, Tinicum Township, Delaware County, Pennsylvania, 19029, United States"
"Police Station",41.1833066735768,-79.3964589833149,"Commerce Road, Williamsburg, Monroe Township, Clarion County, Pennsylvania, 16214, United States"
"Wilson Borough Police Department",40.684283992216,-75.2420228820523,"Wilson Borough Police Department, 2035, Butler Street, Wilson, Northampton County, Pennsylvania, 18042, United States"
"Pennsylvania State Police Troop B Washington",40.1339802588043,-80.1313640631078,"Pennsylvania State Police Troop B Washington, 150, PA 519, North Bethlehem Township, Washington County, Pennsylvania, 15330, United States"
"Washington Police Department",40.1681177497439,-80.2464885890396,"Washington Police Department, West Strawberry Avenue, Washington, Washington County, Pennsylvania, 15301, United States"
"Pennsylvania State Police",39.8591939255548,-76.7040777701985,"Pennsylvania State Police, 101, North Main Street, Loganville, York County, Pennsylvania, 17342, United States"
"Chester Police Department",39.8515833992771,-75.3593020504714,"Chester Police Department, 160, East 7th Street, Chester, Delaware County, Pennsylvania, 19013, United States"
"Police Station",41.2068210564614,-79.3646522381068,"Fairview Avenue, Clarion, Clarion County, Pennsylvania, 16214, United States"
"Pennsylvania State Police - Troop L - Frackville",40.7859855673675,-76.1984896847147,"Pennsylvania State Police - Troop L - Frackville, 31, Eleanor Avenue, John B. Rich Memorial Power Station, Frackville, Schuylkill County, Pennsylvania, 17931, United States"
"Police Station",40.821068203274,-79.557644017579,"Parkview Drive, West Hills, East Franklin Township, Armstrong County, Pennsylvania, 16201, United States"
"York City Police Department",39.9603420968209,-76.7285071128985,"York City Police Department, West King Street, Northwest Triangle, York, York County, Pennsylvania, 17401, United States"
"Athens Police",41.9651920352395,-76.5167108623439,"Athens Police, South River Street, Athens, Bradford County, Pennsylvania, 18810, United States"
"Sayre Borough Police Dept",41.979353748339,-76.5147815452227,"Sayre Borough Police Dept, South Lehigh Avenue, Sayre, Bradford County, Pennsylvania, 18810, United States"
"State Police Barracks",41.7962569668905,-76.4855935677273,"State Police Barracks, Roosevelt Highway, North Towanda Township, Bradford County, Pennsylvania, United States"
"Lebanon House (Police)",40.0023610280869,-76.356391409781,"Lebanon House (Police), 237, North George Street, Wynn Wood Manor, Millersville, Lancaster County, Pennsylvania, 17551, United States"
"Washington Township Police Department",39.7434018612038,-77.5567155993537,"Washington Township Police Department, Welty Road, Washington Township, Franklin County, Pennsylvania, 17268, United States"
"State Police Baracks - Mercer",41.2636026791541,-80.1733796051039,"State Police Baracks - Mercer, Franklin Road, Jackson Township, Mercer County, Pennsylvania, 16133, United States"
"Police Station",40.6612761036725,-80.2378363097457,"Conway Police Department, 3rd Avenue, Conway, Beaver County, Pennsylvania, 15027, United States"
"Aston Township Police Department",39.8666968005921,-75.4285503420441,"Aston Township Police Department, 1, Pennell Road, Village Green, Aston Township, Delaware County, Pennsylvania, 19014, United States"
"Wilkes-Barre City Police Headquarters",41.2449038718026,-75.8795249335434,"Wilkes-Barre City Police Headquarters, 15, North Washington Street, Wilkes-Barre, Luzerne County, Pennsylvania, 18701, United States"
"Pennsylvania State Police",41.111417537669,-78.6994126073978,"Pennsylvania State Police, Platt Road, Gelnett, Sandy Township, Clearfield County, Pennsylvania, 15801, United States"
"Pennsylvania State Police Troop J",40.0314041519654,-76.2352107336386,"Pennsylvania State Police Troop J, 2099, Lincoln Highway East, Greenland, East Lampeter Township, Lancaster County, Pennsylvania, 17602, United States"
"Penn Township Police Department",39.7941242925264,-76.9688491392375,"Penn Township Police Department, Wayne Avenue, Parkville, Penn Township, York County, Pennsylvania, 17331, United States"
"Pennsylvania State Police",41.6178596046375,-80.2083022472472,"Pennsylvania State Police, North Shady Acres, Shady Acres Trailer Park, Vernon Township, Crawford County, Pennsylvania, United States"
"Vernon Twp Police Department",41.6168495964313,-80.2025742265936,"Vernon Twp Police Department, McMath Avenue, Vernon Township, Crawford County, Pennsylvania, United States"
"Carlisle Police Department",40.2064378146605,-77.1944961027368,"Carlisle Police Department, Lincoln Street, Carlisle, Cumberland County, Pennsylvania, 17013, United States"
"Northeastern Regional Police Department",40.0797357058904,-76.7057419631009,"Northeastern Regional Police Department, Board Road, Wago Junction, East Manchester Township, York County, Pennsylvania, 17347, United States"
"Sugarcreek Boro PD",41.4077997115754,-79.8263227906804,"Sugarcreek Boro PD, Maple Street, Bleakley Hill, Sugarcreek, Venango County, Pennsylvania, 16323, United States"
"Schuylkill Township Police Department",40.1080922047619,-75.5103356853808,"Schuylkill Township Police Department, 111, Valley Park Road, Williams Corner, Phoenixville, Chester County, Pennsylvania, 19460, United States"
"Police Station",40.2436936991261,-75.3218914521663,"Keeler Road, Towamencin Township, Montgomery County, Pennsylvania, 19446, United States"
"Greensburg Police Department",40.2988925512518,-79.5434277861967,"Greensburg Police Department, 416, South Main Street, Greensburg, Westmoreland County, Pennsylvania, 15601, United States"
"US Park Ranger (Law Enforcement)",39.8153996174792,-77.231872753245,"US Park Ranger (Law Enforcement), Taneytown Road, Sedgwick, Cumberland Township, Adams County, Pennsylvania, 17325, United States"
"Danville Municpal Building",40.9621035440258,-76.6179320799151,"Danville Municpal Building, Mill Street, Danville, Montour County, Pennsylvania, 17821, United States"
"Boyertown Police Station",40.33367314365,-75.6381926059601,"Boyertown Police Station, South Peach Street, Boyertown, Berks County, Pennsylvania, 19545, United States"
"La Salle University’s Public Safety Department",40.0422467249537,-75.1587854629951,"La Salle University’s Public Safety Department, Chew Avenue, East Germantown, Philadelphia, Philadelphia County, Pennsylvania, 19138, United States"
"City of Latrobe Police Department",40.315260163232,-79.3855697021597,"City of Latrobe Police Department, Jefferson Street, West Latrobe, Latrobe, Westmoreland County, Pennsylvania, 15650, United States"
"Greenville Police Station",41.4039536948814,-80.3912544713092,"Greenville Police Station, South Water Street, Greenville, Mercer County, Pennsylvania, 16125, United States"
"Rice Township Police Department",41.1464759506564,-75.9576520828476,"Rice Township Police Department, Church Road, Mountain Top, Pine View, Rice Township, Luzerne County, Pennsylvania, 18707, United States"
"Gettysburg Police Department",39.8281262536958,-77.229692425618,"Gettysburg Police Department, 59, East High Street, Gettysburg, Adams County, Pennsylvania, 17325, United States"
"Police Station",39.9927889291724,-79.019660260094,"Pennsylvania Turnpike, Somerset Township, Somerset County, Pennsylvania, 15510, United States"
"State Police Barracks",41.5788007419575,-75.9736252281818,"State Police Barracks, Roosevelt Highway, Tunkhannock Township, Wyoming County, Pennsylvania, 18657, United States"
"State Police Barracks",41.5014689165661,-78.2638353264009,"State Police Barracks, Sunny Lane Road, Weber City, Shippen Township, Cameron County, Pennsylvania, 15834, United States"
"Police Station",40.4610240495948,-78.7554234493528,"Pennsylvania State Police, Casale Court, Cambria Township, Cambria County, Pennsylvania, 15931, United States"
"Pennsylvania State Police - Troop R - Blooming Grove",41.3870732199865,-75.1309921338262,"Pennsylvania State Police - Troop R - Blooming Grove, 434, PA 402, Hawley, Pike County, Pennsylvania, 18428, United States"
"Emmaus Borough Police Department",40.5334828150259,-75.4921766768216,"Emmaus Borough Police Department, Jubilee Street, Emmaus, Lehigh County, Pennsylvania, 18049, United States"
"Narcotics Bereau Investigation",40.5616955152294,-75.4784803674795,"Narcotics Bereau Investigation, 28th Street Southwest, South Side, Allentown, Lehigh County, Pennsylvania, 18105, United States"
"Upland Borough Police Department",39.8569300338404,-75.381457844019,"Upland Borough Police Department, 8th Street, Upland, Delaware County, Pennsylvania, 19015, United States"
"Homestead Police",40.4080507551055,-79.9108198304345,"Homestead Police, East 7th Avenue, Homestead Park, Homestead, Allegheny County, Pennsylvania, 15120, United States"
"Upper Makefield Police Station",40.2877337704893,-74.9375191812943,"Upper Makefield Police Station, 1076, Eagle Road, Mountain View Estates, Woodhill, Upper Makefield Township, Bucks County, Pennsylvania, 18940, United States"
"Catawissa Police Station",40.9528957874155,-76.4612619402362,"Catawissa Police Station, 118, North 3rd Street, Catawissa, Columbia County, Pennsylvania, United States"
"Luzerne Police Station",41.2819352302706,-75.8915535160432,"Luzerne Police Station, 144, Academy Street, Luzerne, Luzerne County, Pennsylvania, 18709, United States"
"Swatara Township Police Department",40.2766733661006,-76.8186587772996,"Swatara Township Police Department, 599, Sunnycrest Drive, Twin Lakes, Harrisburg, Dauphin County, Pennsylvania, 17109, United States"
"Aliquippa Police Station",40.6179256164462,-80.2462188011007,"Aliquippa Police Station, Sheffield Avenue, Woodlawn, Aliquippa, Beaver County, Pennsylvania, 15001, United States"
"Lewisburg Police",40.9619998996764,-76.886120051242,"Lewisburg Police, South 5th Street, Lewisburg, Union County, Pennsylvania, 17837, United States"
"Pennsylvania State Police",40.8705564403415,-77.7744600859802,"Pennsylvania State Police, 330, Penntech Drive, Bellefonte, Centre County, Pennsylvania, 16823, United States"
"PA State Police",41.2496755419814,-76.9134661124198,"PA State Police, 899, Cherry Street, Montoursville, Lycoming County, Pennsylvania, 17754, United States"
"Conewago Township Police Department",39.8200733506093,-77.023201152612,"Conewago Township Police Department, 541, Oxford Avenue, Midway, Conewago Township, Adams County, Pennsylvania, 17331, United States"
